,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework,salary
1291,No,non-travel,255.46,Sales,2,High School or Below,Technical Degree,1292,3,Male,,3,1,Sales representative,2,Unknown,5364.67,1,No,18,3.0,1,,1,,3,3.0,1,,0,0,1993,Yes,24759.96
1292,Yes,travel_frequently,235.75,Research & Development,4,Bachelor,,1293,3,Male,,3,1,Research scientist,4,Single,4950.83,9,Yes,23,4.0,3,Part Time,0,3.0,4,3.0,1,,0,0,1993,No,22850.0
1293,No,travel_rarely,433.02,Research & Development,10,Masters,,1294,3,Male,54.13,3,2,Manufacturing director,2,Single,9093.5,2,No,12,3.0,4,Part Time,0,18.0,2,2.0,1,,0,1,1986,Yes,41970.0
1294,No,travel_rarely,355.75,Research & Development,2,Bachelor,,1295,2,Female,,2,2,Laboratory technician,3,Married,7470.67,6,No,22,4.0,2,,1,,3,3.0,1,,0,0,1983,Yes,34479.96
1295,No,travel_rarely,470.27,Research & Development,17,Professional Certification,,1296,3,Male,58.78,3,2,Laboratory technician,1,Unknown,9875.67,1,No,12,3.0,4,Part Time,1,10.0,2,,10,,1,8,1995,No,45580.0
1296,No,travel_frequently,175.6,Research & Development,2,Professional Certification,,1297,4,Male,,3,1,Laboratory technician,4,Married,3687.67,1,Yes,23,4.0,3,Part Time,1,,3,3.0,1,,0,0,1985,No,17020.0
1297,Yes,non-travel,264.54,Human Resources,2,Professional Certification,Technical Degree,1298,1,Male,33.07,2,1,Human resources,4,Single,5555.33,1,No,12,3.0,3,Part Time,0,1.0,3,4.0,1,,0,0,2004,Yes,25640.0
1298,No,travel_rarely,1582.77,Unknown,29,Bachelor,,1299,1,Male,,2,4,Manager,4,Divorced,33238.2,3,No,12,3.0,3,Full Time,1,,3,2.0,1,,0,0,1966,Yes,153407.07
1299,No,travel_rarely,523.1,Research & Development,2,Professional Certification,Medical,1300,1,Female,,3,2,Manufacturing director,4,Unknown,10985.0,5,No,13,,3,Part Time,3,20.0,2,3.0,5,,0,4,1976,Yes,50700.0
1300,No,travel_rarely,390.0,Research & Development,8,Masters,Life Sciences,1301,3,Female,,3,2,Laboratory technician,3,Single,8190.0,7,No,11,3.0,3,Part Time,0,,3,3.0,1,,0,0,1969,No,37800.0
1301,Yes,travel_frequently,1013.59,Research & Development,42,Bachelor,,1302,4,Male,126.7,3,3,Healthcare representative,3,Unknown,21285.33,3,No,12,3.0,1,Part Time,0,12.0,2,3.0,1,,0,0,1992,Yes,98240.0
1302,Yes,travel_frequently,193.76,Sales,5,Bachelor,Marketing,1303,2,Male,,3,1,Sales representative,2,Unknown,4069.0,1,Yes,14,3.0,4,Part Time,0,,3,3.0,0,,0,0,2005,No,18780.0
1303,No,non-travel,1032.49,Sales,28,Bachelor,Other,1304,3,Male,,1,3,Sales executive,1,Unknown,21682.23,3,No,15,3.0,3,Part Time,1,20.0,2,3.0,1,,0,1,1983,Yes,100071.84
1304,No,non-travel,556.26,Sales,29,Professional Certification,,1305,1,Male,69.53,3,2,Sales executive,3,Unknown,11681.39,5,No,12,3.0,1,Part Time,2,8.0,5,3.0,0,,0,0,1997,Yes,53914.11
1305,Yes,travel_rarely,241.43,Research & Development,24,Bachelor,,1306,3,Male,,1,1,Laboratory technician,4,Single,5070.0,1,Yes,18,3.0,2,,0,1.0,3,1.0,1,,0,0,1997,Yes,23400.0
1306,No,non-travel,556.26,Research & Development,10,Bachelor,,1307,3,Female,,3,2,Healthcare representative,3,Unknown,11681.39,3,No,19,3.0,3,,1,18.0,4,,1,,0,0,1985,Yes,53914.08
1307,No,non-travel,219.45,Research & Development,17,Professional Certification,Other,1308,4,Male,,2,1,Laboratory technician,2,Married,4608.5,1,No,21,4.0,4,Part Time,1,1.0,2,3.0,1,,0,0,1999,Yes,21270.0
1308,Yes,travel_frequently,209.75,Sales,12,Masters,,1309,2,Male,,2,1,Sales representative,1,Married,4404.83,1,No,18,3.0,3,Part Time,1,1.0,2,4.0,1,,0,0,1993,Yes,20330.0
1309,No,travel_rarely,990.68,Sales,2,Bachelor,Marketing,1310,4,Male,,3,2,Sales executive,3,Married,20804.33,4,No,11,3.0,3,Full Time,1,,3,2.0,3,,1,0,1986,No,96020.0
1310,No,travel_rarely,290.04,Research & Development,1,Bachelor,Life Sciences,1311,4,Female,,2,1,Research scientist,2,Unknown,6090.75,1,No,13,,4,Part Time,0,1.0,0,4.0,1,,0,0,2003,Yes,28111.13
1311,No,non-travel,1715.48,Research & Development,14,Masters,Other,1312,2,Male,,2,4,Research director,4,Divorced,36025.17,4,No,14,3.0,3,Full Time,1,21.0,3,,1,,0,0,1980,No,166270.0
1312,No,non-travel,290.04,Research & Development,27,High School or Below,Life Sciences,1313,3,Female,36.25,3,1,Research scientist,1,Unknown,6090.75,3,No,17,3.0,4,Part Time,0,8.0,3,2.0,0,,0,0,1985,Yes,28111.13
1313,No,non-travel,556.26,Sales,8,Masters,Marketing,1314,3,Male,69.53,3,2,Sales executive,3,Divorced,11681.39,0,No,12,3.0,4,Part Time,0,6.0,3,3.0,5,,1,2,1990,No,53914.11
1314,No,non-travel,214.91,Research & Development,3,Bachelor,,1315,3,Female,26.86,3,1,Research scientist,3,Unknown,4513.17,1,No,20,4.0,3,Part Time,1,1.0,2,,1,,0,0,1993,No,20830.0
1315,No,non-travel,556.26,Sales,44,Professional Certification,Medical,1316,2,Female,,3,2,Sales executive,3,Unknown,11681.39,1,No,14,3.0,1,Part Time,1,,5,2.0,6,,1,2,1994,No,53914.11
1316,Yes,non-travel,104.1,Research & Development,10,High School or Below,Medical,1317,4,Male,13.01,3,1,Research scientist,3,Single,2186.17,1,No,11,3.0,4,Part Time,0,,5,3.0,1,,1,1,2003,Yes,10090.0
1317,No,non-travel,290.04,Research & Development,20,Bachelor,,1318,2,Male,,2,1,Laboratory technician,3,Married,6090.75,1,No,18,3.0,3,,2,1.0,3,3.0,1,,0,0,1988,No,28111.08
1318,No,non-travel,290.04,Research & Development,10,Professional Certification,Life Sciences,1319,4,Male,,4,1,Research scientist,4,Single,6090.75,3,No,17,3.0,1,Part Time,0,,2,,1,,0,0,1986,Yes,28111.13
1319,No,non-travel,811.06,Research & Development,1,Bachelor,,1320,3,Female,101.38,3,3,Manufacturing director,3,Single,17032.17,4,Yes,14,,4,Part Time,0,10.0,4,,1,,0,0,1985,Yes,78610.0
1320,No,non-travel,272.59,Sales,10,Bachelor,,1321,3,Male,,3,1,Sales representative,3,Single,5724.33,1,No,11,3.0,3,Part Time,0,1.0,6,,1,,0,0,1994,No,26420.0
1321,No,non-travel,556.26,Research & Development,2,Masters,,1322,4,Female,,3,2,Healthcare representative,1,Divorced,11681.39,2,No,11,3.0,1,Part Time,1,16.0,2,4.0,1,,0,0,1988,Yes,53914.11
1322,No,travel_rarely,290.04,Research & Development,2,Doctor,Medical,1323,4,Male,,3,1,Research scientist,3,Married,6090.75,6,Yes,13,3.0,2,,1,,0,1.0,1,,0,1,1985,Yes,28111.08
1323,No,travel_rarely,528.36,Research & Development,8,Doctor,Life Sciences,1324,2,Female,,3,2,Manufacturing director,1,Unknown,11095.5,3,No,14,3.0,3,Part Time,1,,3,,0,,0,0,1989,Yes,51210.0
1324,Yes,non-travel,290.04,Research & Development,6,Bachelor,Life Sciences,1325,3,Male,,4,1,Laboratory technician,1,Unknown,6090.75,1,Yes,21,4.0,3,,2,1.0,2,3.0,0,,0,0,2000,No,28111.08
1325,No,non-travel,277.95,Research & Development,9,Bachelor,Life Sciences,1326,3,Male,,2,1,Laboratory technician,2,Divorced,5837.0,1,No,11,3.0,3,Part Time,3,,4,3.0,1,,0,0,1999,No,26940.0
1326,Yes,travel_rarely,290.04,Research & Development,1,Professional Certification,Life Sciences,1327,2,Female,,2,1,Laboratory technician,1,Married,6090.75,1,No,11,3.0,4,Part Time,1,1.0,1,3.0,1,,0,0,1994,Yes,28111.13
1327,No,travel_frequently,525.57,Research & Development,16,Masters,Medical,1328,1,Male,,2,2,Laboratory technician,3,Unknown,11037.0,6,No,14,3.0,4,Part Time,0,10.0,6,3.0,1,,0,0,1983,Yes,50940.0
1328,No,travel_rarely,556.26,Research & Development,2,Bachelor,,1329,3,Female,,2,2,Manufacturing director,4,Single,11681.39,5,No,24,4.0,2,Part Time,0,12.0,4,2.0,0,,0,0,1993,Yes,53914.11
1329,No,non-travel,234.62,Research & Development,2,Bachelor,,1330,2,Female,29.33,2,1,Research scientist,3,Unknown,4927.0,1,No,14,3.0,4,Part Time,0,1.0,3,3.0,1,,0,0,1978,Yes,22740.0
1330,No,non-travel,290.04,Research & Development,3,Bachelor,Medical,1331,4,Male,36.25,3,1,Research scientist,4,Married,6090.75,1,No,11,3.0,3,Part Time,3,0.0,6,2.0,0,,0,0,1996,Yes,28111.13
1331,No,non-travel,556.26,Sales,16,Masters,Marketing,1332,4,Male,,2,2,Sales executive,3,Unknown,11681.39,4,No,19,,4,Part Time,2,9.0,2,3.0,1,,0,0,1986,Yes,53914.11
1332,No,non-travel,238.75,Research & Development,1,Bachelor,Life Sciences,1333,4,Male,,3,1,Laboratory technician,4,Divorced,5013.67,0,No,12,,2,Part Time,1,4.0,2,3.0,3,,0,2,1991,Yes,23140.0
1333,No,travel_rarely,1582.77,Sales,8,Bachelor,Marketing,1334,1,Male,,3,4,Sales executive,4,Married,33238.2,5,No,14,3.0,3,Full Time,1,28.0,3,3.0,2,,2,2,1970,Yes,153407.07
1334,No,non-travel,1032.49,Sales,19,Professional Certification,,1335,1,Male,,3,3,Sales executive,2,Single,21682.23,1,Yes,13,3.0,4,Part Time,0,,2,3.0,10,,0,9,1986,No,100071.84
1335,Yes,travel_rarely,290.04,Research & Development,25,Masters,,1336,1,Male,,3,1,Laboratory technician,4,Unknown,6090.75,1,No,24,4.0,3,Part Time,0,1.0,2,1.0,1,,0,1,1991,Yes,28111.13
1336,Yes,travel_frequently,245.56,Research & Development,2,High School or Below,,1337,4,Male,,2,1,Laboratory technician,4,Divorced,5156.67,9,No,14,3.0,4,Part Time,1,3.0,3,2.0,1,,0,0,1965,Yes,23800.0
1337,No,travel_rarely,556.26,Research & Development,8,Bachelor,,1338,1,Female,,3,2,Manufacturing director,2,Divorced,11681.39,4,No,21,4.0,3,Part Time,1,4.0,2,4.0,1,,0,0,1980,No,53914.11
1338,Yes,travel_rarely,290.04,Research & Development,18,High School or Below,Other,1339,4,Female,,3,1,Research scientist,4,Single,6090.75,1,No,19,,1,Part Time,0,,3,2.0,1,,0,0,2002,No,28111.13
1339,No,non-travel,207.17,Research & Development,48,Bachelor,Life Sciences,1340,4,Male,,3,1,Laboratory technician,2,Unknown,4350.67,1,No,14,3.0,2,Part Time,2,1.0,3,3.0,1,,1,0,1989,Yes,20080.0
1340,No,non-travel,1088.7,Research & Development,5,Bachelor,,1341,3,Female,,2,3,Healthcare representative,2,Divorced,22862.67,2,No,13,,4,Full Time,1,24.0,3,3.0,6,,0,4,1965,No,105520.0
1341,No,non-travel,233.07,Research & Development,20,Masters,Medical,1342,4,Male,,3,1,Research scientist,3,Married,4894.5,4,No,17,3.0,1,Part Time,2,13.0,2,2.0,0,,0,0,1975,No,22590.0
1342,No,non-travel,290.04,Research & Development,1,Bachelor,Life Sciences,1343,3,Female,,2,1,Laboratory technician,2,Married,6090.75,6,No,20,,3,Part Time,0,5.0,3,3.0,3,,0,2,1991,Yes,28111.13
1343,Yes,non-travel,248.96,Sales,19,Professional Certification,Marketing,1344,3,Male,,2,1,Sales representative,2,Married,5228.17,1,Yes,18,,3,Part Time,3,,2,3.0,1,,0,0,1998,No,24130.0
1344,No,non-travel,1032.49,Sales,10,Masters,Marketing,1345,1,Male,129.06,2,3,Sales executive,2,Divorced,21682.23,2,No,12,3.0,2,Part Time,1,11.0,2,2.0,1,,0,0,1983,Yes,100071.84
1345,Yes,non-travel,218.83,Sales,21,Bachelor,Other,1346,4,Male,27.35,2,1,Sales representative,2,Single,4595.5,1,Yes,13,3.0,2,Part Time,0,1.0,3,4.0,1,,0,0,2004,No,21210.0
1346,Yes,travel_rarely,290.04,Research & Development,4,Bachelor,Technical Degree,1347,1,Male,,3,1,Laboratory technician,1,Single,6090.75,1,No,19,3.0,2,Part Time,0,1.0,2,3.0,1,,0,0,2003,No,28111.13
1347,No,travel_rarely,556.26,Research & Development,1,Bachelor,,1348,2,Female,,2,2,Healthcare representative,4,Unknown,11681.39,0,No,14,3.0,1,Part Time,0,6.0,3,3.0,5,,1,4,1990,Yes,53914.11
1348,Yes,travel_rarely,255.77,Research & Development,2,Bachelor,,1349,4,Male,,3,1,Research scientist,3,Single,5371.17,4,No,24,4.0,1,Part Time,0,7.0,4,3.0,1,,0,0,1965,No,24790.0
1349,Yes,non-travel,1361.29,Sales,24,Bachelor,,1350,2,Female,,4,4,Sales executive,2,Single,28587.0,4,No,16,3.0,4,Full Time,0,22.0,2,2.0,1,,0,0,1983,Yes,131940.0
1350,Yes,travel_rarely,290.04,Research & Development,10,Bachelor,,1351,4,Female,36.25,2,1,Research scientist,1,Single,6090.75,6,Yes,20,4.0,3,Part Time,0,3.0,5,3.0,0,,0,0,1994,Yes,28111.13
1351,No,travel_rarely,429.52,Sales,18,Professional Certification,Life Sciences,1352,4,Female,,3,2,Sales executive,4,Single,9019.83,1,Yes,17,3.0,3,,0,9.0,0,3.0,9,,0,7,1976,No,41630.04
1352,No,non-travel,290.04,Research & Development,5,Professional Certification,,1353,2,Male,36.25,3,1,Research scientist,4,Unknown,6090.75,1,No,15,3.0,4,Part Time,0,,2,3.0,0,,0,0,2005,Yes,28111.13
1353,Yes,non-travel,268.25,Research & Development,16,Bachelor,Medical,1354,4,Female,33.53,2,1,Research scientist,1,Unknown,5633.33,1,Yes,15,3.0,1,Part Time,0,1.0,2,3.0,1,,0,0,2003,No,26000.0
1354,No,non-travel,1888.4,Unknown,5,Professional Certification,,1355,4,Male,,3,5,Manager,3,Unknown,39656.5,6,No,13,3.0,2,Full Time,0,21.0,3,4.0,1,,0,0,1981,Yes,183030.0
1355,No,travel_rarely,245.56,Research & Development,9,Bachelor,,1356,1,Male,,3,1,Laboratory technician,4,Married,5156.67,4,No,18,,2,,0,8.0,5,3.0,1,,0,0,1973,Yes,23799.96
1356,Yes,travel_rarely,492.87,Research & Development,11,Professional Certification,Medical,1357,1,Female,61.61,1,2,Healthcare representative,2,Unknown,10350.17,5,No,15,3.0,1,Part Time,0,15.0,2,1.0,1,,0,0,1986,Yes,47770.0
1357,No,non-travel,556.26,Sales,3,Masters,Life Sciences,1358,2,Male,,3,2,Sales executive,4,Unknown,11681.39,8,Yes,12,3.0,3,,0,19.0,1,3.0,1,,0,0,1985,No,53914.08
1358,Yes,non-travel,556.26,Research & Development,15,Bachelor,,1359,1,Male,,3,2,Laboratory technician,3,Divorced,11681.39,7,No,14,3.0,2,Part Time,1,9.0,3,2.0,1,,0,0,1987,Yes,53914.11
1359,No,travel_rarely,108.54,Sales,10,High School or Below,Medical,1360,4,Male,,3,1,Sales representative,2,Married,2279.33,1,No,22,4.0,2,,0,,5,3.0,1,,0,0,1995,Yes,10520.0
1360,No,non-travel,1032.49,Sales,25,Bachelor,,1361,3,Male,,2,3,Sales executive,4,Unknown,21682.23,5,No,13,3.0,3,Part Time,1,18.0,5,3.0,1,,0,0,1980,Yes,100071.84
1361,Yes,travel_rarely,290.04,Research & Development,10,Bachelor,,1362,3,Female,,2,1,Laboratory technician,1,Single,6090.75,1,No,13,,1,Part Time,0,1.0,6,2.0,1,,1,0,2002,Yes,28111.13
1362,Yes,travel_rarely,253.91,Research & Development,4,Masters,,1363,1,Male,,3,1,Research scientist,3,Married,5332.17,9,No,12,,3,Part Time,3,18.0,2,4.0,10,,2,7,1972,No,24610.0
1363,No,non-travel,556.26,Sales,10,Masters,,1364,4,Female,,2,2,Sales executive,4,Divorced,11681.39,2,Yes,14,,3,Part Time,3,8.0,5,3.0,1,,0,0,1986,No,53914.11
1364,Yes,non-travel,267.84,Research & Development,1,Bachelor,Medical,1365,1,Male,,2,1,Laboratory technician,2,Divorced,5624.67,1,No,15,,1,,2,,2,3.0,1,,0,0,1995,No,25960.0
1365,Yes,non-travel,487.81,Sales,1,Masters,,1366,4,Male,,3,2,Sales executive,3,Single,10244.0,3,Yes,14,3.0,4,Part Time,0,5.0,4,3.0,0,,0,0,1973,Yes,47280.0
1366,No,non-travel,290.04,Research & Development,3,Masters,,1367,3,Male,,2,1,Research scientist,4,Unknown,6090.75,3,No,17,3.0,4,Part Time,3,6.0,2,3.0,0,,0,0,1989,Yes,28111.13
1367,No,travel_rarely,758.44,Sales,2,Professional Certification,Marketing,1368,4,Male,,3,3,Sales executive,2,Single,15927.17,7,No,16,3.0,3,Part Time,0,,2,3.0,1,,0,0,1985,Yes,73510.0
1368,No,non-travel,556.26,Research & Development,29,Bachelor,,1369,2,Male,,1,2,Laboratory technician,4,Unknown,11681.39,4,No,19,3.0,1,Part Time,0,16.0,3,3.0,1,,0,0,1981,No,53914.11
1369,Yes,non-travel,290.04,Research & Development,8,High School or Below,,1370,3,Male,,3,1,Laboratory technician,3,Single,6090.75,1,No,12,3.0,4,Part Time,0,,0,3.0,0,,0,0,2005,Yes,28111.13
1370,No,non-travel,491.73,Research & Development,12,Masters,,1371,2,Male,,3,1,Laboratory technician,4,Unknown,10326.33,3,Yes,11,3.0,1,Full Time,1,6.0,4,,1,,0,0,1982,No,47660.0
1371,No,travel_rarely,232.97,Research & Development,1,Masters,Medical,1372,4,Male,,2,1,Laboratory technician,3,Unknown,4892.33,6,No,12,3.0,2,Part Time,1,,2,3.0,8,,1,7,1988,Yes,22580.0
1372,No,non-travel,291.67,Sales,2,High School or Below,,1373,3,Female,,3,1,Sales representative,1,Unknown,6125.17,1,No,12,3.0,3,Full Time,3,1.0,3,3.0,1,,0,0,1991,Yes,28270.0
1373,Yes,non-travel,294.36,Research & Development,3,Masters,Life Sciences,1374,3,Male,36.79,2,1,Research scientist,4,Married,6181.5,0,Yes,11,3.0,2,Full Time,1,1.0,5,3.0,0,,0,0,2001,Yes,28530.0
1374,No,non-travel,236.27,Research & Development,26,Bachelor,,1375,2,Male,,1,1,Research scientist,3,Single,4961.67,2,No,13,,4,Part Time,0,6.0,3,3.0,0,,0,0,1979,Yes,22900.0
1375,Yes,non-travel,217.39,Research & Development,5,Professional Certification,Life Sciences,1376,1,Male,,2,1,Research scientist,1,Unknown,4565.17,6,No,17,3.0,1,Part Time,1,5.0,2,1.0,1,,0,0,1982,Yes,21070.0
1376,No,travel_frequently,556.26,Sales,2,Masters,,1377,2,Male,,3,2,Sales executive,2,Unknown,11681.39,5,No,12,3.0,4,Part Time,3,,2,3.0,0,,0,0,1983,No,53914.11
1377,Yes,non-travel,228.02,Research & Development,17,Professional Certification,Life Sciences,1378,4,Female,,3,1,Laboratory technician,2,Unknown,4788.33,1,No,13,3.0,1,Part Time,1,1.0,3,1.0,1,,0,0,1999,Yes,22100.0
1378,No,travel_frequently,1360.98,Research & Development,26,Doctor,Medical,1379,1,Female,,3,3,Research director,1,Married,28580.5,3,Yes,17,3.0,3,,0,,6,3.0,1,,0,0,1981,No,131910.0
1379,No,non-travel,1973.98,Research & Development,4,Professional Certification,Medical,1380,1,Male,,2,5,Manager,3,Married,41453.67,2,No,13,,3,Full Time,1,23.0,2,4.0,1,,0,0,1974,Yes,191324.62
1380,No,travel_rarely,290.04,Research & Development,2,Professional Certification,Technical Degree,1381,4,Male,,4,1,Laboratory technician,2,Single,6090.75,5,No,11,3.0,3,,0,7.0,4,2.0,1,,0,0,1975,Yes,28111.08
1381,No,travel_rarely,556.26,Research & Development,7,Bachelor,,1382,3,Male,,3,2,Healthcare representative,4,Unknown,11681.39,1,No,11,3.0,2,Part Time,2,6.0,2,3.0,6,,1,0,1994,Yes,53914.11
1382,No,non-travel,1884.48,Research & Development,1,Bachelor,Life Sciences,1383,4,Male,,2,5,Research director,4,Single,39574.17,6,No,12,3.0,3,,0,,3,4.0,1,,0,0,1975,Yes,182650.0
1383,No,non-travel,290.04,Research & Development,20,Bachelor,Technical Degree,1384,3,Female,36.25,4,1,Research scientist,3,Unknown,6090.75,0,No,17,3.0,4,Part Time,0,2.0,5,2.0,1,,0,0,1989,Yes,28111.13
1384,No,non-travel,290.04,Research & Development,25,Bachelor,Life Sciences,1385,2,Female,36.25,4,1,Research scientist,4,Single,6090.75,1,No,12,3.0,4,Part Time,0,1.0,2,3.0,1,,0,1,2004,Yes,28111.13
1385,No,non-travel,290.04,Research & Development,1,Professional Certification,,1386,4,Male,36.25,3,1,Research scientist,3,Unknown,6090.75,1,No,22,4.0,4,Part Time,1,1.0,2,3.0,1,"0,0",0,1,2000,No,28111.13
1386,Yes,travel_frequently,115.35,Sales,32,High School or Below,,1387,3,Male,,1,1,Sales representative,4,Single,2422.33,1,Yes,14,,4,,0,1.0,4,3.0,1,,1,0,1998,Yes,11180.039999999999
1387,No,non-travel,244.73,Research & Development,34,Masters,Medical,1388,2,Female,,4,2,Research scientist,2,Married,5139.33,6,Yes,16,3.0,4,Part Time,0,18.0,2,3.0,1,,0,0,1981,No,23720.0
1388,No,travel_frequently,292.81,Research & Development,6,Professional Certification,Medical,1389,2,Female,36.6,2,1,Laboratory technician,3,Single,6149.0,0,No,14,3.0,2,Full Time,0,8.0,6,2.0,7,,7,7,1972,No,28380.0
1389,No,travel_frequently,1863.44,Unknown,25,Bachelor,Medical,1390,2,Female,,3,5,Manager,2,Unknown,39132.17,3,No,22,4.0,3,Full Time,0,22.0,4,3.0,0,,0,0,1978,No,180610.0
1390,No,non-travel,290.04,Sales,11,Bachelor,Medical,1391,3,Female,,4,1,Sales representative,4,Married,6090.75,8,No,14,,2,Part Time,1,5.0,4,3.0,1,,0,0,1996,Yes,28111.13
1391,No,non-travel,166.21,Research & Development,1,Bachelor,,1392,4,Female,,3,1,Laboratory technician,4,Single,3490.5,1,No,15,3.0,3,Part Time,0,0.0,5,4.0,0,,0,0,2005,No,16110.0
1392,Yes,travel_frequently,290.04,Sales,2,Bachelor,,1393,3,Female,,2,1,Sales representative,4,Single,6090.75,7,No,14,3.0,3,Part Time,0,3.0,3,4.0,1,,0,0,1992,Yes,28111.13
1393,Yes,travel_frequently,290.04,Sales,1,Masters,Life Sciences,1394,2,Female,,1,1,Sales representative,3,Single,6090.75,1,No,12,,2,Part Time,0,,3,3.0,1,,0,0,1992,No,28111.13
1394,Yes,travel_rarely,290.04,Research & Development,8,Bachelor,Life Sciences,1395,1,Female,,2,1,Research scientist,2,Unknown,6090.75,1,No,12,3.0,3,Part Time,0,,3,4.0,1,,0,0,1992,No,28111.13
1395,No,travel_rarely,290.04,Research & Development,11,High School or Below,Life Sciences,1396,2,Male,36.25,3,1,Laboratory technician,1,Married,6090.75,0,No,14,3.0,2,Part Time,0,6.0,3,4.0,5,,1,4,1996,No,28111.13
1396,Yes,non-travel,290.04,Research & Development,2,Bachelor,,1397,1,Female,,2,1,Laboratory technician,1,Single,6090.75,2,Yes,23,4.0,2,,0,11.0,2,4.0,1,,0,0,1984,Yes,28111.13
1397,No,travel_frequently,491.94,Sales,1,Doctor,Marketing,1398,1,Female,,3,2,Sales executive,3,Married,10330.67,7,No,12,,3,Part Time,1,11.0,4,2.0,1,,0,0,1979,No,47680.0
1398,No,non-travel,131.44,Research & Development,25,Bachelor,,1399,2,Male,,3,1,Research scientist,3,Unknown,2760.33,1,No,13,3.0,2,Part Time,2,1.0,2,2.0,1,,0,0,1993,No,12740.0
1399,No,travel_rarely,248.03,Sales,26,High School or Below,Life Sciences,1400,4,Male,,3,1,Sales representative,3,Unknown,5208.67,1,No,13,,1,Part Time,1,1.0,3,3.0,1,"0,0",0,0,1988,Yes,24040.0
1400,Yes,travel_frequently,290.04,Research & Development,9,Bachelor,,1401,2,Male,36.25,3,1,Laboratory technician,1,Unknown,6090.75,2,No,11,3.0,3,Part Time,0,,2,2.0,0,,0,0,1999,No,28111.13
1401,No,non-travel,209.75,Sales,13,Professional Certification,,1402,4,Female,,3,1,Sales representative,2,Married,4404.83,1,No,13,3.0,3,Part Time,1,1.0,2,,1,,0,0,1999,Yes,20330.0
1402,Yes,non-travel,264.23,Research & Development,2,Professional Certification,Medical,1403,3,Male,,2,1,Laboratory technician,1,Single,5548.83,7,No,11,,3,Part Time,0,8.0,2,2.0,0,,0,0,1995,Yes,25610.0
1403,No,travel_rarely,161.26,Research & Development,1,Bachelor,Life Sciences,1404,1,Male,,2,1,Research scientist,3,Unknown,3386.5,1,No,14,3.0,4,Part Time,1,1.0,2,1.0,1,,0,0,1995,No,15630.0
1404,No,non-travel,659.08,Research & Development,8,Doctor,,1405,4,Male,,3,2,Healthcare representative,3,Unknown,13840.67,2,No,17,3.0,1,,0,14.0,6,3.0,0,,0,0,1990,Yes,63879.96
1405,No,travel_rarely,864.19,Research & Development,6,Bachelor,,1406,2,Female,108.02,3,3,Manufacturing director,2,Single,18148.0,4,No,18,,4,Part Time,0,9.0,3,3.0,2,,2,2,1984,No,83760.0
1406,No,non-travel,499.47,Research & Development,2,Bachelor,Medical,1407,3,Male,,2,1,Laboratory technician,2,Married,10488.83,4,No,14,,2,Full Time,1,,3,,1,,0,0,1981,Yes,48410.0
1407,No,travel_rarely,290.04,Research & Development,9,Bachelor,,1408,3,Male,36.25,4,1,Research scientist,3,Married,6090.75,6,No,18,3.0,1,Part Time,2,,2,2.0,1,"0,0",0,0,1994,No,28111.13
1408,No,travel_rarely,290.04,Research & Development,1,Bachelor,,1409,4,Male,,2,1,Laboratory technician,1,Unknown,6090.75,1,No,19,3.0,2,Part Time,0,,3,3.0,3,,1,2,1988,No,28111.13
1409,Yes,travel_rarely,213.98,Research & Development,14,Bachelor,,1410,1,Female,,3,1,Laboratory technician,1,Unknown,4493.67,1,No,12,3.0,4,,1,1.0,2,3.0,1,,0,0,1988,Yes,20739.96
1410,No,non-travel,306.63,Research & Development,13,Masters,Medical,1411,1,Male,,3,1,Research scientist,4,Single,6439.33,1,No,13,3.0,3,Full Time,0,,4,,1,,0,0,1989,No,29720.0
1411,No,travel_rarely,290.04,Research & Development,3,Bachelor,,1412,1,Female,,3,1,Research scientist,4,Unknown,6090.75,1,No,21,4.0,1,Part Time,0,1.0,5,3.0,1,,0,0,1997,Yes,28111.13
1412,No,travel_rarely,703.13,Sales,1,Masters,Life Sciences,1413,2,Female,,3,2,Sales executive,3,Single,14765.83,6,No,13,3.0,1,Full Time,0,,5,3.0,1,,0,0,1987,Yes,68150.0
1413,No,non-travel,1973.98,Unknown,24,Bachelor,Marketing,1414,2,Male,,3,5,Manager,3,Married,41453.67,4,Yes,16,,3,Full Time,1,,2,3.0,1,,0,0,1973,No,191324.62
1414,No,travel_rarely,1973.98,Unknown,9,Professional Certification,,1415,4,Male,,2,5,Manager,4,Unknown,41453.67,8,No,22,4.0,4,Full Time,0,24.0,2,3.0,1,,0,1,1981,No,191324.62
1415,No,non-travel,277.54,Research & Development,7,Professional Certification,Life Sciences,1416,3,Male,,2,1,Laboratory technician,4,Unknown,5828.33,1,No,18,3.0,4,,1,,5,2.0,1,,0,1,1988,No,26900.04
1416,No,travel_rarely,1812.47,Unknown,1,Masters,Life Sciences,1417,4,Male,226.56,4,4,Manager,1,Unknown,38061.83,1,No,15,3.0,2,Full Time,0,27.0,5,1.0,26,,0,12,1977,No,175670.0
